"","x"
"1",3.107
"2",2.644
"3",2.758
"4",2.796
"5",2.546
"6",2.529
"7",2.813
"8",2.937
"9",2.816
"10",2.67
"11",2.813
"12",2.813
"13",2.77
"14",2.733
"15",2.651
"16",2.677
"17",2.837
"18",2.869
"19",2.777
"20",2.822
"21",2.736
"22",2.803
"23",2.871
"24",2.753
"25",2.764
"26",2.689
"27",2.638
"28",2.782
"29",2.682
"30",2.772
"31",2.38
